time,total_cases,daily_cases,total_currently_infected
2020-05-16,147,0,2
2020-05-17,147,0,2
2020-05-18,147,0,2
2020-05-19,147,0,2
2020-05-20,149,2,4
2020-05-21,151,2,5
2020-05-22,151,0,4
2020-05-23,152,1,5
2020-05-24,154,2,7
2020-05-25,154,0,7
2020-05-26,154,0,7
2020-05-27,157,3,10
2020-05-28,158,1,11
2020-05-29,161,3,13
2020-05-30,169,8,20
2020-05-31,170,1,21
2020-06-01,170,0,19
2020-06-02,172,2,21
2020-06-03,173,1,20
2020-06-04,173,0,20
2020-06-05,174,1,21
2020-06-06,175,1,20
2020-06-07,176,1,12
2020-06-08,176,0,11
2020-06-09,176,0,11
2020-06-10,176,0,7
2020-06-11,176,0,5
2020-06-12,176,0,4
2020-06-13,176,0,3
2020-06-14,176,0,3
2020-06-15,176,0,2
2020-06-16,176,0,2
2020-06-17,176,0,0
2020-06-18,176,0,0
2020-06-19,176,0,0
2020-06-20,176,0,0
2020-06-21,176,0,0
2020-06-22,176,0,0
2020-06-23,176,0,0
2020-06-24,176,0,0
2020-06-25,176,0,0
2020-06-26,176,0,0
2020-06-27,177,1,1
2020-06-28,177,0,1
2020-06-29,177,0,1
2020-06-30,177,0,1
2020-07-01,178,1,2
2020-07-02,178,0,2
2020-07-03,178,0,2
2020-07-04,178,0,2
2020-07-05,179,1,3
2020-07-06,179,0,3
2020-07-07,179,0,3
2020-07-08,179,0,3
2020-07-09,180,1,4
2020-07-10,180,0,4
2020-07-11,180,0,4
2020-07-12,180,0,4
2020-07-13,180,0,1
2020-07-14,180,0,1
2020-07-15,180,0,0
2020-07-16,180,0,0
2020-07-17,180,0,0
2020-07-18,180,0,0
2020-07-19,180,0,0
2020-07-20,180,0,0
2020-07-21,180,0,0
2020-07-22,182,2,2
2020-07-23,184,2,4
2020-07-24,184,0,4
2020-07-25,185,1,5
2020-07-26,185,0,5
2020-07-27,185,0,5
2020-07-28,186,1,6
2020-07-29,186,0,6
2020-07-30,187,1,7
2020-07-31,187,0,6
2020-08-01,188,1,6
2020-08-02,188,0,5
2020-08-03,188,0,5
2020-08-04,189,1,6
2020-08-05,189,0,6
2020-08-06,190,1,6
2020-08-07,190,0,6
2020-08-08,197,7,13
2020-08-09,201,4,15
2020-08-10,201,0,15
2020-08-11,202,1,15
2020-08-12,203,1,16
2020-08-13,205,2,17
2020-08-14,206,1,18
2020-08-15,209,3,19
2020-08-16,215,6,25
2020-08-17,217,2,23
2020-08-18,222,5,27
2020-08-19,223,1,26
2020-08-20,229,6,29
2020-08-21,231,2,31
2020-08-22,239,8,38
2020-08-23,246,7,45
2020-08-24,248,2,45
2020-08-25,256,8,53
2020-08-26,270,14,67
2020-08-27,272,2,56
2020-08-28,274,2,53
2020-08-29,275,1,49
2020-08-30,285,10,57
2020-08-31,288,3,56
2020-09-01,290,2,53
2020-09-02,295,5,55
2020-09-03,298,3,52
2020-09-04,305,7,57
2020-09-05,312,7,57
2020-09-06,315,3,42
2020-09-07,315,0,42
2020-09-08,320,5,44
2020-09-09,322,2,45
2020-09-10,323,1,36
2020-09-11,323,0,34
2020-09-12,327,4,33
2020-09-13,330,3,32
2020-09-14,330,0,27
2020-09-15,334,4,27
2020-09-16,340,6,31
2020-09-17,343,3,30
2020-09-18,346,3,31
2020-09-19,350,4,28
2020-09-20,350,0,27
2020-09-21,350,0,27
2020-09-22,355,5,32
2020-09-23,357,2,33
2020-09-24,361,4,30
2020-09-25,364,3,31
2020-09-26,372,8,37
2020-09-27,379,7,38
2020-09-28,382,3,41
2020-09-29,391,9,49
2020-09-30,396,5,52
2020-10-01,410,14,61
2020-10-02,416,6,65
2020-10-03,428,12,70
2020-10-04,432,4,72
2020-10-05,432,0,69
2020-10-06,437,5,69
2020-10-07,445,8,69
2020-10-08,452,7,66
2020-10-09,468,16,70
2020-10-10,476,8,71
2020-10-11,485,9,72
2020-10-12,486,1,67
2020-10-13,499,13,75
2020-10-14,516,17,81
2020-10-15,531,15,92
2020-10-16,544,13,103
2020-10-17,558,14,109
2020-10-18,571,13,116
2020-10-19,577,6,115
2020-10-20,608,31,137
2020-10-21,621,13,140
2020-10-22,630,9,135
2020-10-23,641,11,141
2020-10-24,660,19,153
2020-10-25,667,7,151
2020-10-26,670,3,138
2020-10-27,679,9,132
2020-10-28,682,3,120
2020-10-29,688,6,104
2020-10-30,693,5,103
2020-10-31,697,4,79
